NAME,CATEGORY,ADDRESS,CITY,REGION,ZIP CODE,PHONE,EMAIL,WEBSITE,SCORE,RATINGS,FACEBOOK,INSTAGRAM,LINKEDIN,TWITTER,MAIN IMAGE URL,DESCRIPTION,ABOUT,OPENING HOURS
SynthoTek3D,3D printing service,"20 Heritage Dr, Lexington, MA 02420",Lexington,Massachusetts,2420,16174629793.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
CoolWORLD 3D Printing,3D printing service,"91 Sydney St, Medford, MA 02155",Medford,Massachusetts,2155,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
ShiningStar 3D – Custom 3D Figurines,3D printing service,"15 Balfour St, Lexington, MA 02421",Lexington,Massachusetts,2421,12062766301.0,,https://shiningstar3d.etsy.com/,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-2YBflHzRde6ViPSxPccXkBo9K9D0cjhaE7C3WD69JVp_59QqJ75p9bkvvwI3TaRNjFqKqvxm3wnHk-7LPb19H86MILWs7ZbWma34yeD6qLj2fzJJXiSRVROneRcQ82GYxsDOn2M2wx3p,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: 9 AM–5 PM, Sunday: 9 AM–5 PM"
WHOvian 3D Printing,Manufacturer,"38 Stage Rd, Chesterfield, MA 01012",Chesterfield,Massachusetts,1012,14138240108.0,whovian3d@gmail.com,http://www.whovian3d.weebly.com/,5.0,1.0,https://www.facebook.com/pages/whovian-3d-prints/758799560902249,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
GX Custom Creations,3D printing service,"476 Chesterfield Rd, Hinsdale, NH 03451",Hinsdale,New Hampshire,3451,16038524567.0,,,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRHYQZti9zKMCEYpqBs4Hdwmlemp20mLYwLj5TRJMGiDuReez9o55QKydCB9hFv1yfk34OOHAOCZ6LcOAlSWICm7oTLOmPeXWA_Lzo5REW1PSkn2KYN-i7DE_QQUdTQSvGYcFKxMCvX9QM,,,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: 5:30–7:30 PM, Friday: 5:30–7:30 PM, Saturday: 10 AM–3 PM, Sunday: 11 AM–3 PM"
FingerLakes 3D Printing,3D printing service,"3744 Co Rd 3, Addison, NY 14801",Addison,New York,14801,16073898711.0,shanespeicherfl3d@gmail.com,https://welcome.ueni.com/website-redirect/fingerlakes-3d-printing/,5.0,3.0,https://www.facebook.com/fingerlakes3dprinting,https://www.instagram.com/fingerlakes_3d_printing,,https://x.com/fingerlakes_3d,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoK2Sp3ldG0rEM3-E9Vc8dWtcYEHs2HNIoM9IWHmmelxwuBJ8PWmHFPdem-WI2I8aQule0JILv-NEFYAuhWe-EOkzZbPYH-tMRaDRMW9LFxxMFrewd4LgKhjrMMoob3mp7gb3k,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Centrion 3D Studio,"3D printing service, Design agency, Model design company, Printer repair service","33 E State St, Mt Morris, NY 14510",Mt Morris,New York,14510,16074630171.0,,http://www.centrion3d.com/,5.0,3.0,https://www.facebook.com/centrion3d,https://www.instagram.com/centrion3d,,https://x.com/centrionstudio,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOdh3CtcD8w9SvRvl_hT1twycOpJiJlszwVkDLD_7QX7Le_7g2gGcZRQwZZ4rZhHPRQ4wZvhd9hyi2iKn0FIU-16i2blLtp7VqqdIfUNaWiyQxTTOEERHMAa3EEYSpw4CJ3b-8,,,"Monday: 6 AM–8 PM, Tuesday: 6 AM–8 PM, Wednesday: 6 AM–8 PM, Thursday: 6 AM–8 PM, Friday: 6 AM–8 PM, Saturday: 7 AM–5 PM, Sunday: 7:30 AM–5 PM"
Proto Prints,3D printing service,"19 Court St, Geneseo, NY 14454",Geneseo,New York,14454,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
3ZProto3D@Hawaii,3D printing service,"1620 N School St, Honolulu, HI 96817, Honolulu, HI 96819",Honolulu,HI,96819,16016028861.0,3zproto3d@gmail.com,https://3zprotohawaii.com/,5.0,3.0,,,"https://www.linkedin.com/in/wilsonh22, http://www.linkedin.com/in/zhiyuw",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQ7a_TKywimT8s0x9LsOAjM3ivbqbhqVFhGMS1R7Hqumjc6aFW5zKNBA1i4dN02jzHbuk4SGNOFyCIo8lea8w7jFiuit3LI1It0mAUY1mf4wlUPE-NA5Yu6ia2PhyHmupFw5J_fyqmRDY,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Shrunk3D Hawaii,"Photo booth, Event technology service, Figurine shop, Film and photograph library, Photographer, Photography service, 3D printing service","1088 Bishop St STE 1004, Honolulu, HI 96813",Honolulu,Hawaii,96813,18082946386.0,,https://www.shrunk3d.com/hawaii,3.7,3.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoLTXBFlKkBVEXPp5YuEu60WlYrqqltAY6D1MuIHNWPPYD1pOUZvsVI80nauS-_LcVckDrVACs4iE8M4kRTKHBZuSlzKWy3gN9vN3nkpUCSD16b1utCyqv9febKfj3O373U4t14,,,"Monday: 9 AM–9 PM, Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: 9 AM–9 PM"
ARC Document Solutions,"Commercial printer, Blueprint service, Digital printer, Office equipment rental service, Office equipment supplier, Promotional products supplier","680 Queen St, Honolulu, HI 96813",Honolulu,Hawaii,96813,18085366148.0,communications@e-arc.com,http://www.e-arc.com/location/honolulu/,5.0,63.0,https://www.facebook.com/arcdocumentsolutions/,https://www.instagram.com/arcdocumentsol,https://www.linkedin.com/company/arc-document-solutions,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
Wolf's Den Creative Works,3D printing service,"1360 Pali Hwy, Honolulu, HI 96813",Honolulu,Hawaii,96813,18084422927.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 10 AM–3:30 PM, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 10 AM–2 PM, Saturday: Closed, Sunday: 11 AM–3 PM"
HONBLUE,"Print shop, Blueprint service, Commercial printer, Digital printer, Digital printing service, Printing equipment supplier, Sign shop, Vehicle wrapping service, Vinyl sign shop","501 Sumner St # 3B1, Honolulu, HI 96817",Honolulu,Hawaii,96817,18085314611.0,hr@honblue.com,http://www.honblue.com/,4.9,65.0,"https://www.facebook.com/pages/university-of-hawaii-school-of-architecture-alumni-association-uhsaaa/192964847442643, https://www.facebook.com/honblue",https://www.instagram.com/honblue,https://www.linkedin.com/company/honblue,https://twitter.com/honblue,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLvvC43YjKg4ll55Bq8XcUhhmOKr7FGF_ejUGukstoroIDCq-NgJs9101kvZtlCeK8U5QS8Pdxkr4uEXWqqzJuY1wstLJmnWJGlBGlyIolweTtB6qw1NrBDsix4EBZCZlP9MGZeQ,,,"Monday: 8 AM–4 PM, Tuesday: 8 AM–4 PM, Wednesday: 8 AM–4 PM, Thursday: 8 AM–4 PM, Friday: 8 AM–4 PM, Saturday: Closed, Sunday: Closed"
3d.jetcompany,3D printing service,"4048 Salt Lake Blvd, Honolulu, HI 96818",Honolulu,Hawaii,96818,18084766465.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Friendly Viper,3D printing service,"411 Hobron Ln, Honolulu, HI 96815",Honolulu,Hawaii,96815,19124322176.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
Professional Image - Bishop Street,"Print shop, Banner store, Blueprint service, Copy shop, Lamination service","841 Bishop St #150, Honolulu, HI 96813",Honolulu,Hawaii,96813,18085240233.0,sales@proimagehawaii.com,http://www.proimagehawaii.com/,5.0,3.0,https://www.facebook.com/proimagehi,,,https://twitter.com/proimagehi,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsrAEtAn8ECWkLeLfMufwOHSbORnMbwvUOcQ_FFpH-yjjtQrQwLmnrxC4kLBICZqd9BCzmT5lArHaMnpra-5KjcEX1UkpukWaBgTYlMyGoHV2sW2GX_kVeBjFvmW6K1g3zNWYNXQ,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
3D Wizards,3D printing service,"99-500 Salt Lake Blvd, Aiea, HI 96701",Aiea,Hawaii,96701,17144603511.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: Closed, Tuesday: Closed, Wednesday: 7:30 AM–3:30 PM, Thursday: Closed, Friday: Closed, Saturday: 7:30 AM–3:30 PM, Sunday: 7:30 AM–3 PM"
Aloha Business Center,Digital printing service,"2005 Kālia Rd, Honolulu, HI 96815",Honolulu,Hawaii,96815,18088533125.0,,https://www.businesssolutionshi.com/,3.9,9.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweohRb1Z3ysZlgcXEpjhtvgUDBNJmA9S831rujit1_00nie_FdaP8krSa68WtCagm6CqxKHDduM4PvO9aNzbPSVg0-Yzr4AlNgLc6PclCgW4JgTSUYj4b7tfWt02gWX2Fhz0bMqG3w,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: 9 AM–4 PM, Sunday: 9 AM–4 PM"
3 Solutions Design,"3D printing service, Machining manufacturer, Manufacturer","335 N Steelhead Way, Boise, ID 83704",Boise,Idaho,83704,12087891944.0,,http://3solutionsdesign.com/,4.6,5.0,http://www.facebook.com/3solutionsdesign,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqCLVYGrqzLon5q1C5p39Pn15dRkpZsOdFGU0W5Tja6S9aEq_E7toFaJF_ecSLbHr441YYc_j3BgXsNw0EXA8y8qm7j53q819DP1ioh0ALlJgjzrSHAbG54GMDvEEBnJH-AfQVa,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Treasure Valley 3D,"3D printing service, Machine shop, Water jet cutting service","2025 Century Way, Boise, ID 83709",Boise,Idaho,83709,12083915570.0,example@gmail.com,https://www.tv3d.co/,4.2,5.0,https://www.facebook.com/treasurevalley3d,https://www.instagram.com/treasurevalley3d,https://www.linkedin.com/in/treasurevalley3d,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqrVQHcGcFVMiA5fDkEUclTiFGlicXahfBcPz1w8whO9sMxQ-dcoZtvegAW-CaTVHjKDfXG_8qBRTsGFt9ewn9b_Jocg0MmlR-HATtjfK80dkeHcIEmeTajvRgdc2BOKBL7Gs2wjuWEeErF,,,"Monday: 8:30 AM–5 PM, Tuesday: 8:30 AM–5 PM, Wednesday: 8:30 AM–5 PM, Thursday: 8:30 AM–5 PM, Friday: 8:30 AM–5 PM, Saturday: Closed, Sunday: Closed"
Intermountain 3D Inc.,3D printing service,"2025 Century Way, Boise, ID 83709",Boise,Idaho,83709,12083915570.0,info@treasurevalley3d.com,http://www.intermountain3d.com/,5.0,9.0,https://www.facebook.com/treasurevalley3d,https://www.instagram.com/treasurevalley3d,https://www.linkedin.com/in/treasurevalley3d,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5xxhm7InumVxBIWaqaegi7RGF952rPGaT9Pz3UQGeCWM9Y0vJqHvv53Lk0hgOWO_MVQVmIozaeV-D8lLB_IP3uo6xL0rxN364fcKDwH3mxf1SVxz2OqcnWixr4i6fzhmUTYjAvQ,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Minuteman Printing,Print shop,"514 N Curtis Rd unit b, Boise, ID 83706",Boise,Idaho,83706,12083788558.0,,https://minuteman.com/,4.6,17.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8Y1WzKc8b9E2NG3B0kP3AMnldqNsDE5c5iIU4v0gtBqPaa_J4vTWr5HW9ZbJX6Odi8CsPGPeY5l6vL4MZnBN7qRIcjU88fpT6w5dCVC9v3lT43bhAH6J4z4nlkMgqHdjsmaor,,,"Monday: 8 AM–4:30 PM, Tuesday: 8 AM–4:30 PM, Wednesday: 8 AM–4:30 PM, Thursday: 8 AM–4:30 PM, Friday: 8 AM–1 PM, Saturday: Closed, Sunday: Closed"
Marlon Precision 3D Filament,E-commerce service,"123 E 45th St, Boise, ID 83714",Boise,Idaho,83714,18004619301.0,blroberts@pvcspiralsupply.com,http://precision3dfilament.com/,4.5,13.0,https://www.facebook.com/precision3dfilament,,,https://twitter.com/p3dfilament,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBvbCJOto1ELWZ3_x5tHxGah8ffiPRQCInTsKZEcBGCme4wpMnmeE7MVn5mqfNF9MfyjPFraPsz5m46cBEoYNng0VdaXNDdYfPZF9IHcnmkjZsHkQQw_KDXizSU7RRDaGlt2H3,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–1 PM, Saturday: Closed, Sunday: Closed"
EZ 3D Studio,"Digital printing service, Photographer","599 E 44th St, Boise, ID 83714",Boise,Idaho,83714,12082147098.0,,https://ez3dstudio.com/,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8 AM–3 PM, Tuesday: 8 AM–3 PM, Wednesday: 8 AM–3 PM, Thursday: 8 AM–3 PM, Friday: 8 AM–3 PM, Saturday: Closed, Sunday: Closed"
Precision Additive,3D printing service,"Cloverdale Rd, Boise, ID 83709",Boise,Idaho,83709,12085716519.0,info@precision-additive.com,https://precision-additive.com/,5.0,3.0,https://www.facebook.com/precisionadditivellc,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoeb_1UCV4szQ1y4UakOrWfIMMyJ2iBSVn46DfzKb4zYuaFra7Q5D-Y3mcQCKNiJRb24ykpwnoxozjGpbVbZMaoCY4q355EWT31T7WXXEpZceKdBt8qxaTFi0Wmn134XHvF2uRCvg,,,"Monday: Closed, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: 9 AM–5 PM, Sunday: Closed"
3D Prints 4 You,3D printing service,"1108 E Hays St, Boise, ID 83712",Boise,Idaho,83712,12086304885.0,,,5.0,2.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2I4K6_2VJbiJM1lHz9-LpaalN0WEtqp2Y33nNDAOBbqZf--EP3pbMW-0bMo1HwwZsUwi_VviRdWS-rExMKJkJKbhNoDhuyvpPLZksXzqAOC7PVoq5pPJ1fVbT-vB4Qhlp-Q4t,,,"Monday: 9 AM–9 PM, Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: Closed"
STEMfinity,"Educational supply store, E-commerce service","9841 W Emerald St, Boise, ID 83704",Boise,Idaho,83704,18009857836.0,,http://www.stemfinity.com/,4.4,30.0,https://www.facebook.com/stemfinity,https://www.instagram.com/stemfinity,https://www.linkedin.com/company/stemfinity,https://twitter.com/stemfinity,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerssM7rXeob_HFg5B6p23TYOIOJkVH3_DHHnwYtzsRVdPOJomjaN3YKymt4uwu_mfC3geGBDDfAwj9OC9-O_sY5RX5jUfM3LlPcch18jIE4nqyXd7RUC_POdMGO9YToKfl17C9qDg,,,"Monday: 9 AM–4:30 PM, Tuesday: 9 AM–4:30 PM, Wednesday: 9 AM–4:30 PM, Thursday: 9 AM–4:30 PM, Friday: 9 AM–4:30 PM, Saturday: Closed, Sunday: Closed"
Slant 3D,3D printing service,"4600 S Apple St, Boise, ID 83716",Boise,Idaho,83716,12089183577.0,info@slant3d.com,https://www.slant3d.com/,3.0,2.0,,,"https://www.linkedin.com/company/slant-3d, https://www.linkedin.com/company/slant-3d/",https://twitter.com/slant3d,,,,
3DPX Additive Manufacturing,"3D printing service, Design engineer, Industrial design company, Medical laboratory, Model design company","410 N Milwaukee Ave Suite 100, Chicago, IL 60654",Chicago,Illinois,60654,13128963399.0,sales@3dpx.com,https://www.3dpx.com/,4.6,25.0,https://www.facebook.com/3dpxam,,https://www.linkedin.com/company/3dpxam,,https://lh3.googleusercontent.com/p/AF1QipNBBbSQCwDZrbEF0Hl3j3nWpF8yiN7JGbv7oal3,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
SPARQ - SLS 3D Printers | 3D Printing Services,3D printing service,"25 W Randolph St Apt 3202, Chicago, IL 60601",Chicago,Illinois,60601,19058278880.0,,,5.0,3.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 9 AM–4 PM, Sunday: Closed"
ABC Imaging - Chicago,"Commercial printer, Banner store, Blueprint service, Digital printing service, Print shop, Sign shop, 3D printing service, Vinyl sign shop","161 W Harrison St c101, Chicago, IL 60605",Chicago,Illinois,60605,13122530040.0,purchasing@abcimaging.com,https://www.abcimaging.com/,5.0,32.0,http://www.facebook.com/abcimaging,https://www.instagram.com/abcimaginghq/,https://www.linkedin.com/company/abc-imaging,https://twitter.com/abcimaging,https://lh3.googleusercontent.com/p/AF1QipMgP-RmlwsFhZASRvqwu1GbY-zYaQCSnhqls9ag,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
Riot Creative Imaging,"Digital printing service, Banner store, Commercial printer, Digital printer, Graphic designer, Promotional products supplier, Sign shop, Vehicle wrapping service","640 N La Salle Dr #240, Chicago, IL 60654",Chicago,Illinois,60654,13122266506.0,info@riotcolor.com,http://riotcolor.com/location/chicago/,5.0,50.0,https://www.facebook.com/people/riot-color/100094119943968,https://www.instagram.com/riotcreativeimaging,,,https://lh3.googleusercontent.com/p/AF1QipMaML1Cy2qN7cmHwWXMXYyv75AZIcbAiOi6QN6_,,,"Monday: 7:30 AM–5 PM, Tuesday: 7:30 AM–5 PM, Wednesday: 7:30 AM–5 PM, Thursday: 7:30 AM–5 PM, Friday: 7:30 AM–5 PM, Saturday: Closed, Sunday: Closed"
M. Holland 3D Printing,"3D printing service, Engineering consultant, Research and product development","1400 W Hubbard St Suite 100, Chicago, IL 60642",Chicago,Illinois,60642,18479460814.0,,,5.0,2.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 7 AM–5 PM, Tuesday: 7 AM–5 PM, Wednesday: 7 AM–5 PM, Thursday: 7 AM–5 PM, Friday: 7 AM–5 PM, Saturday: 7 AM–5 PM, Sunday: Closed"
ARC Document Solutions,"Digital printing service, Archive, Banner store, Digital printer, Graphic designer, Print shop, Printing equipment supplier, Promotional products supplier, Sign shop","640 N La Salle Dr #240, Chicago, IL 60654",Chicago,Illinois,60654,13123728600.0,,http://www.e-arc.com/il/chicago,5.0,68.0,,,,,https://lh3.googleusercontent.com/p/AF1QipNfNbYy6dFG6q5TSDNCcafyGlsWuBqcUM7XVUvk,,,"Monday: 7:30 AM–9 PM, Tuesday: 7:30 AM–9 PM, Wednesday: 7:30 AM–9 PM, Thursday: 7:30 AM–9 PM, Friday: 7:30 AM–9 PM, Saturday: Closed, Sunday: Closed"
LuxCreo Inc.,"Manufacturer, 3D printing service","350 W Ontario St 7th Floor, Chicago, IL 60654",Chicago,Illinois,60654,16503360888.0,,http://www.luxcreo.com/,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Cushing & Co,"Digital printer, Blueprint service, Commercial printer, Custom label printer, Design agency, Print shop, Sign shop, 3D printing service, Vinyl sign shop, Wallpaper installer","213 W Institute Pl Suite 200, Chicago, IL 60610",Chicago,Illinois,60610,13122668228.0,,https://www.cushingco.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-cushing,4.9,156.0,https://www.facebook.com/cushingco,https://www.instagram.com/cushingco,https://www.linkedin.com/company/cushing,https://twitter.com/#!/cushingco,https://lh3.googleusercontent.com/p/AF1QipNoMgMXLKRsu3_NALjQ5cT88Wo4UQ6qdZRUrxXQ,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
Custom Color 3D Printing,3D printing service,"2021 W Fulton St Suite K-105b, Chicago, IL 60612",Chicago,Illinois,60612,13128056272.0,info@customcolor3d.com,http://www.customcolor3d.com/,5.0,1.0,https://www.facebook.com/customcolor3d,,https://www.linkedin.com/company/customcolor3d,https://twitter.com/customcolor3d,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
3Degrees 3D Printing Consulting,Engineering consultant,"965 W Chicago Ave, Chicago, IL 60642",Chicago,Illinois,60642,16515039085.0,mike@3degreescompany.com,https://www.3degreescompany.com/,,,,,https://www.linkedin.com/in/mvasquez18,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: 9 AM–5 PM, Sunday: 9 AM–5 PM"
Black Dog Form,"3D printing service, Mechanical engineer","5239 Riverview Dr, Indianapolis, IN 46208",Indianapolis,Indiana,46208,13179833676.0,,http://www.blackdogform.com/,5.0,7.0,,,,,https://lh3.googleusercontent.com/p/AF1QipN4WntW17CjpvoIxaJlRA_TWBTA2SIfH3i7mfc,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
Olgaforce3D,Digital printing service,"1125 E Brookside Ave, Indianapolis, IN 46202",Indianapolis,Indiana,46202,13173750876.0,,http://olgaforce3d.com/,,,,,https://www.linkedin.com/in/carlaknopp,https://twitter.com/olgaforce3d,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
Inspirational Kreationz,3D printing service,"1434 Sadlier Cir E Dr, Indianapolis, IN 46239",Indianapolis,Indiana,46239,13176590824.0,,http://iknteez.com/,5.0,1.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 10 AM–12 PM, Sunday: Closed"
1st Maker Space Logistics and Manufacturing,"Manufacturer, 3D printing service","2817 E 55th Pl, Indianapolis, IN 46220",Indianapolis,Indiana,46220,13173995001.0,,http://www.1stmakerspace.com/,5.0,4.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJ9y47dpAn19mXbhb5ZL9JzDB_mko3r-pU7vUlKKr297BgMzpWEfshy1WISAbeaIcZ5RqZZhMY9OKYLhYxOzd-FxypLmFXZOsmu2GialLZuUwcKGai1DP-hqJtNsolTIu3nY8,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
"Repro Graphix, Inc.","Commercial printer, Banner store, Blueprint service, Digital printer, Graphic designer, Lamination service, Print shop, Sign shop","437 N Illinois St, Indianapolis, IN 46204",Indianapolis,Indiana,46204,13176373377.0,,http://www.reprographix.com/,4.6,37.0,https://www.facebook.com/reprographix,https://www.instagram.com/reprographix,https://www.linkedin.com/company/repro-graphix,,https://lh3.googleusercontent.com/p/AF1QipM1gJyuZ7WZTfnpUvKkYe4Af5_JqefAja8jOtko,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
7th Mile Studios 3D Printing,3D printing service,"1036 S Worth Ave, Indianapolis, IN 46241",Indianapolis,Indiana,46241,14632988365.0,,https://www.facebook.com/profile.php?id=61556100960207,,,https://www.facebook.com/profile.php?id=61556100960207,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
Bredensteiner Printing & Imaging,Print shop,"1920 Doctor M.L.K. Jr St, Indianapolis, IN 46202",Indianapolis,Indiana,46202,13179211900.0,bredensteiner.biz@gmail.com,http://bredensteiner.biz/,5.0,3.0,,,,,https://lh3.googleusercontent.com/p/AF1QipPpJ0xldEZbtX7g29KiAU19XPGAY8E7plmOo3bp,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Integrity One Technologies,"Digital printing service, Copier repair service, Office equipment rental service, Printer repair service","801 N Capitol Ave, Indianapolis, IN 46204",Indianapolis,Indiana,46204,13176311000.0,,http://www.integrityonetechnologies.com/,3.3,16.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
